title	group
"Exchange of Genetic Material Between Cells in Plant Tissue Grafts"	./data
"Plastid production of protein antibiotics against pneumonia via a new strategy for high-level expression of antimicrobial proteins"	./data
"Auxin signaling in algal lineages: fact or myth?"	./data
"Viral and murine interleukin-10 are correctly processed and retain their biological activity when produced in tobacco"	./data
"Generation of Chlamydomonas strains that efficiently express nuclear transgenes"	./data
"Exhaustion of the chloroplast protein synthesis capacity by massive expression of a highly stable protein antibiotic"	./data
"Plastid transformation of high-biomass tobacco variety Maryland Mammoth for production of human immunodeficiency virus type 1 (HIV-1) p24 antigen"	./data
"Isolation of highly active photosystem II core complexes with a His-tagged Cyt b559 subunit from transplastomic tobacco plants"	./data
"High-level expression of human immunodeficiency virus antigens from the tobacco and tomato plastid genomes"	./data
"Design of simple synthetic RNA thermometers for temperature-controlled gene expression in Escherichia coli"	./data
"Multicolor bimolecular fluorescence complementation reveals simultaneous formation of alternative CBL/CIPK complexes in planta"	./data
"The paramutated SULFUREA locus of tomato is involved in auxin biosynthesis"	./data
"Rpl33, a nonessential plastid-encoded ribosomal protein in tobacco, is required under cold stress conditions"	./data
"Reconstructing evolution: Gene transfer from plastids to the nucleus"	./data
"A codon-optimized luciferase from Gaussia princeps facilitates the in vivo monitoring of gene expression in the model alga Chlamydomonas reinhardtii"	./data
"Plastid transcriptomics and translatomics of tomato fruit development and chloroplast-to-chromoplast differentiation: Chromoplast gene expression largely serves the production of a single protein"	./data
"Phylogenetic relationships in Solanaceae and related species based on cpDNA sequence from plastid trnE-trnT region"	./data
"Superwobbling facilitates translation with reduced tRNA sets"	./data
"Faithful editing of a tomato-specific mRNA editing site in transgenic tobacco chloroplasts"	./data
"Faithful transcription initiation from a mitochondrial promoter in transgenic plastids"	./data
"Identification of a plastid intercistronic expression element (IEE) facilitating the expression of stable translatable monocistronic mRNAs from operons"	./data
"OrganellarGenomeDRAW (OGDRAW): A tool for the easy generation of high-quality custom graphical maps of plastid and mitochondrial genomes"	./data
"Structure, function, and inheritance of plastid genomes"	./data
"A leaf-based regeneration and transformation system for maize (Zea mays L.)"	./data
"Determining the transgene containment level provided by chloroplast transformation"	./data
"The plastome-encoded PsaJ subunit is required for efficient Photosystem I excitation, but not for plastocyanin oxidation in tobacco"	./data
"Plastid biotechnology: prospects for herbicide and insect resistance, metabolic engineering and molecular farming"	./data
"Knock-out of the plastid-encoded PetL subunit results in reduced stability and accelerated leaf age-dependent loss of the cytochrome b6f complex"	./data
"Contained metabolic engineering in tomatoes by expression of carotenoid biosynthesis genes from the plastid genome"	./data
"Deficiency in phylloquinone (vitamin K1) methylation affects prenyl quinone distribution, photosystem I abundance, and anthocyanin accumulation in the Arabidopsis AtmenG mutant"	./data
"Alternative complex formation of the Ca2+-regulated protein kinase CIPK1 controls abscisic acid-dependent and independent stress responses in Arabidopsis"	./data
"Experimental reconstruction of functional gene transfer from the tobacco plastid geneome to the nucleus"	./data
"Identification of small non-coding RNAs from mitochondria and chloroplasts"	./data
"Tobacco plastid ribosomal protein S18 is essential for cell survival"	./data
"Sequence of the tomato chloroplast DNA and evolutionary comparison of solanaceous plastid genomes"	./data
"Evolutionary origin of a plant mitochondrial group II intron from a reverse transcriptase/maturase-encoding ancestor"	./data
"Elimination of deleterious mutations in plastid genomes by gene conversion"	./data
"Constancy of organellar genome copy numbers during leaf development and senescence in higher plants"	./data
"Plastid transformation: Safer alternative to transgenic plants"	./data
"Molecular farming for new drugs and vaccines. Current perspectives on the production of pharmaceuticals in transgenic plants"	./data
"Particle bombardment and the genetic enhancement of crops: Myths and realities"	./data
"Cytoplasm and chloroplasts are not suitable subcellular locations for β-zein accumulation in transgenic plants"	./data
"Cloning and sequence analysis of tomato cpDNA fragments: Towards developing homologous chloroplast transformation vectors"	./data
"Rapid evolution of RNA editing sites in a small non-essential plastid gene"	./data
"Studying RNA editing in transgenic chloroplasts of higher plants."	./data
"Taming plastids for a green future"	./data
"Surprising features of plastid ndhD transcripts: Addition of non-encoded nucleotides and polysome association of mRNAs with an unedited start codon"	./data
"Plastid protein synthesis is required for plant development in tobacco"	./data
"The calcium sensor CBL1 integrates plant responses to abiotic stresses"	./data
"High-frequency gene transfer from the chloroplast genome to the nucleus"	./data
"Evidence that cytochrome b559 mediates the oxidation of reduced plastoquinone in the dark"	./data
"Temperature sensitivity of RNA editing and intron splicing reactions in the plastid ndhB transcript"	./data
"Loss of the mitochondrial cox2 intron 1 in a family of monocotyledonous plants and utilization of mitochondrial intron sequences for the construction of a nuclear intron"	./data
"Lack of the small plastid-encoded PsbJ polypeptide results in a defective water-splitting apparatus of photosystem II, reduced photosystem I levels, and hypersensitivity to light"	./data
"The amino acid sequence of a plastid protein is developmentally regulated by RNA editing"	./data
"Transgenic plastids in basic research and plant biotechnology"	./data
"Stable genetic transformation of tomato plastids and expression of a foreign protein in fruit"	./data
"Sense from nonsense: How the genetic information of chloroplasts is altered by RNA editing"	./data
"A small chloroplast-encoded protein as a novel architectural component of the light-harvesting antenna"	./data
"The two largest chloroplast genome-encoded open reading frames of higher plants are essential genes"	./data
"Enslaved bacteria as new hope for plant biotechnologists"	./data
"Targeted inactivation of the smallest plastid genome-encoded open reading frame reveals a novel and essential subunit of the cytochrome b6f complex"	./data
"RNA editing in an untranslated region of the Ginkgo chloroplast genome"	./data
"Transfer of plastid RNA-editing activity to novel sites suggests a critical role for spacing in editing-site recognition"	./data
"The cox2 locus of the primitive angiosperm plant Acorus calamus: Molecular structure, transcript processing and RNA editing"	./data
"Analysis of RNA Editing in Plastids"	./data
"Site-selective inhibition of plastid RNA editing by heat shock and antibiotics: A role for plastid translation in RNA editing"	./data
"Targeted inactivation of a tobacco intron-containing open reading frame reveals a novel chloroplast-encoded photosystem I-related gene"	./data
"Identification of critical nucleotide positions for plastid RNA editing site recognition"	./data
"Extraplastidic site-specific factors mediate RNA editing in chloroplasts"	./data
"In vivo dissection of cis-acting determinants for plastid RNA editing"	./data
"In vivo testing of a tobacco plastid DNA segment for guide RNA function in psbL editing"	./data
"Correct splicing of a group II intron from a chimeric reporter gene transcript in tobacco plastids"	./data
"Introduction of a heterologous editing site into the tobacco plastid genome: The lack of RNA editing leads to a mutant phenotype"	./data
"Pars tuberalis-specific cells in the ovine pituitary do express the common α-chain of glycoprotein hormones: An in situ hybridization and immunocytochemical study"	./data
"Tissue- and stage-specific modulation of RNA editing of the psbF and psbL transcript from spinach plastids - a new regulatory mechanism?"	./data
"Online tools for TALEN design"	./data
"TAL effectors and activation of predicted host targets distinguish Asian from African strains of the rice pathogen Xanthomonas oryzae pv. oryzicola while strict conservation suggests universal importance of five TAL effectors"	./data
"Broadly conserved fungal effector BEC1019 suppresses host cell death and enhances pathogen virulence in powdery mildew of barley (Hordeum vulgare L.)"	./data
"An ent-kaurene-derived diterpenoid virulence factor from Xanthomonas oryzae pv. oryzicola"	./data
"Code-Assisted Discovery of TAL Effector Targets in Bacterial Leaf Streak of Rice Reveals Contrast with Bacterial Blight and a Novel Susceptibility Gene"	./data
"Development of a web course on gene therapy by the international consortium of gene therapy"	./data
"Tools for TAL effector design and target prediction"	./data
"Principles and applications of TAL effectors for plant physiology and metabolism"	./data
"The I-TevI nuclease and linker domains contribute to the specificity of monomeric TALENs"	./data
"TAL effector specificity for base 0 of the DNA target is altered in a complex, effector- and assay-dependent manner by substitutions for the tryptophan in cryptic repeat -1"	./data
"TAL effectors: Highly adaptable phytobacterial virulence factors and readily engineered DNA-targeting proteins"	./data
"Host-induced gene silencing in barley powdery mildew reveals a class of ribonuclease-like effectors"	./data
"TALEN-mediated editing of the mouse y chromosome"	./data
"Requirement of the lipopolysaccharide O-chain biosynthesis gene wxocB for type III secretion and virulence of Xanthomonas oryzae pv. Oryzicola"	./data
"Arabidopsis and Brachypodium distachyon transgenic plants expressing Aspergillus nidulans acetylesterases have decreased degree of polysaccharide acetylation and increased resistance to pathogens"	./data
"Translating the genomics revolution: The need for an international gene therapy consortium for monogenic diseases"	./data
"TAL effectors: Function, structure, engineering and applications"	./data
"Inoculation and virulence assay for bacterial blight and bacterial leaf streak of rice"	./data
"Transcription activator-like effector nucleases enable efficient plant genome engineering"	./data
"Transcription activator-like (TAL) effectors targeting OsSWEET genes enhance virulence on diverse rice (Oryza sativa) varieties when expressed individually in a TAL effector-deficient strain of Xanthomonas oryzae"	./data
"The Roles of Transcription Activator-Like (TAL) Effectors in Virulence and Avirulence of Xanthomonas"	./data
"Targeting G with TAL Effectors: A Comparison of Activities of TALENs Constructed with NN and NK Repeat Variable Di-Residues"	./data
"Addition of transcription activator-like effector binding sites to a pathogen strain-specific rice bacterial blight resistance gene makes it effective against additional strains and against bacterial leaf streak"	./data
"TAL Effector-Nucleotide Targeter (TALE-NT) 2.0: Tools for TAL effector design and target prediction"	./data
"The crystal structure of TAL effector PthXo1 bound to its DNA target"	./data
"Two new complete genome sequences offer insight into host and tissue specificity of plant pathogenic Xanthomonas spp."	./data
"TAL effectors: Customizable proteins for DNA targeting"	./data
"Efficient design and assembly of custom TALEN and other TAL effector-based constructs for DNA targeting"	./data
"Pathogenomics of Xanthomonas: Understanding bacterium-plant interactions"	./data
"Targeting DNA double-strand breaks with TAL effector nucleases"	./data
"TAL effectors: Finding plant genes for disease and defense"	./data
"A simple cipher governs DNA recognition by TAL effectors"	./data
"Passing GO (gene ontology) in plant pathogen biology: A report from the Xanthomonas genomics conference"	./data
"Acquisition and evolution of plant pathogenesis-associated gene clusters and candidate determinants of tissue-specificity in Xanthomonas"	./data
"A two-genome microarray for the rice pathogens Xanthomonas oryzae pv. oryzae and X. oryzae pv. oryzicola and its use in the discovery of a difference in their regulation of hrp genes"	./data
"Transcript profiling in host-pathogen interactions"	./data
"Genome sequence and rapid evolution of the rice pathogen Xanthomonas oryzae pv. oryzae PXO99A"	./data
"The role of horizontal transfer in the evolution of a highly variable lipopolysaccharide biosynthesis locus in xanthomonads that infect rice, citrus and crucifers"	./data
"Novel candidate virulence factors in rice pathogen Xanthomonas oryzae pv. oryzicola as revealed by mutational analysis"	./data
"Analyses of the secretomes of Erwinia amylovora and selected hrp mutants reveal novel type III secreted proteins and an effect of HrpJ on extracellular harpin levels"	./data
"Xanthomonas oryzae pathovars: Model pathogens of a model crop"	./data
"Pseudomonas syringae effector avrB confers soybean cultivar-specific avirulence on soybean mosaic virus adapted for transgene epxression but effector avrPto does not"	./data
"Inhibition of resistance gene-mediated defense in rice by Xanthomonas oryzae pv. oryzicola"	./data
"A simple method of mass inoculation of rice effective for both pathovars of Xanthomonas oryzae, and the construction of comparable sets of host cDNA libraries spanning early stages of bacterial leaf blight and bacterial leaf streak"	./data
"Understanding the Functions of Plant Disease Resistance Proteins"	./data
"Protein-protein interactions in pathogen recognition by plants"	./data
"Pto update: Recent progress on an ancient plant defence response signalling pathway"	./data
"AvrPto-dependent Pto-interacting proteins and AvrPto-interacting proteins in tomato"	./data
"Secreted enigmatic proteins of erwinia amylovora - For good and evil"	./data
"Erwinia amylovora secretes DspE, a pathogenicity factor and functional AvrE homolog, through the Hrp (type III secretion) pathway"	./data
"Homology and functional similarity of an hrp-linked pathogenicity locus, dspEF, of Erwinia amylovora and the avirulence locus avrE of Pseudomonas syringae pathovar tomato"	./data
"The hrp gene cluster of erwinia amylovora contains homologs of YSC genes of yersinia"	./data
"Homology of several genes involved in harpin secretion with yop secretion genes in yersinia"	./data
"Characterization of bacteria that cause bacterial shoot blight of pear in Japan"	./data
"Unified nomenclature for broadly conserved hrp genes of phytopathogenic bacteria"	./data
"Erwinia amylovora secretes harpin via a type III pathway and contains a homolog of yopN of Yersinia spp."	./data
"Erwinia chrysanthemi hrp genes and their involvement in soft rot pathogenesis and elicitation of the hypersensitive response"	./data
"The MYB36 transcription factor orchestrates Casparian strip formation"	./data
"High-Throughput RNA Sequencing of Pseudomonas-Infected Arabidopsis Reveals Hidden Transcriptome Complexity and Novel Splice Variants"	./data
"Loss-of-function of constitutive expresser of pathogenesis related genes5 affects potassium homeostasis in arabidopsis thaliana"	./data
"The leaf ionome as a multivariable system to detect a plant's physiological status"	./data
"Do phosphoinositides regulate membrane water permeability of tobacco protoplasts by enhancing the aquaporin pathway?"	./data
"Phosphatidylinositol 4,5-bisphosphate influences PIN polarization by controlling clathrin-mediated membrane trafficking in Arabidopsis"	./data
"Phosphatidylinositol 4-kinase and phosphatidylinositol 4-phosphate 5-kinase assays"	./data
"Enhanced Agrobacterium-mediated transformation efficiencies in monocot cells is associated with attenuated defense responses"	./data
"Increasing phosphatidylinositol (4,5) bisphosphate biosynthesis affects plant nuclear lipids and nuclear functions"	./data
"Phosphoinositide signaling"	./data
"A role for phosphoinositides in regulating plant nuclear functions"	./data
"Basal signaling regulates plant growth and development"	./data
"Increasing inositol (1,4,5)-trisphosphate metabolism affects drought tolerance, carbohydrate metabolism and phosphate-sensitive biomass increases in tomato"	./data
"Blue light induced changes in inositol 1,4,5-trisphosphate in Cuscuta campestris seedlings"	./data
"Expression of Pyrococcus furiosus superoxide reductase in Arabidopsis enhances heat tolerance"	./data
"Phosphatidylinositol (4,5)bisphosphate inhibits K+-efflux channel activity in NT1 tobacco cultured cells"	./data
"Transgenic Arabidopsis plants expressing the type 1 inositol 5-phosphatase exhibit increased drought tolerance and altered abscisic acid signaling"	./data
"Characterization of a new family of protein kinases from Arabidopsis containing phosphoinositide 3/4-kinase and ubiquitin-like domains"	./data
"Arabidopsis phosphatidylinositol phosphate kinase 1 binds F-actin and recruits phosphatidylinositol 4-kinase β1 to the actin cytoskeleton"	./data
"Increasing plasma membrane phosphatidylinositol(4,5)bisphosphate biosynthesis increases phosphoinositide metabolism in Nicotiana tabacum"	./data
"The N-terminal membrane occupation and recognition nexus domain of Arabidopsis phosphatidylinositol phosphate kinase 1 regulates enzyme activity"	./data
"A universal role for inositol 1,4,5-trisphosphate-mediated signaling in plant gravitropism"	./data
"Phosphoinositide metabolism: Towards an understanding of subcellular signaling"	./data
"Production of a thermostable archaeal superoxide reductase in plant cells"	./data
"Characterization and comparative analysis of Arabidopsis phosphatidylinositol phosphate 5-kinase 10 reveals differences in Arabidopsis and human phosphatidylinositol phosphate kinases"	./data
"Gravity and light: integrating transcriptional regulation in roots."	./data
"Overexpression of the Ca2+-binding protein calreticulin in the endoplasmic reticulum improves growth of tobacco cell suspensions (Nicotiana tabacum) in high-Ca2+ medium"	./data
"The fast and transient transcriptional network of gravity and mechanical stimulation in the Arabidopsis root apex."	./data
"Cyclodextrins enhance recombinant phosphatidylinositol phosphate kinase activity"	./data
"Phylogenetic Analyses and Expression Studies Reveal Two Distinct Groups of Calreticulin Isoforms in Higher Plants"	./data
"Differential regulation of two Arabidopsis type III phosphatidylinositol 4-kinase isoforms. A regulatory role for the pleckstrin homology domain"	./data
"Up-regulation of phosphoinositide metabolism in tobacco cells constitutively expressing the human type I inositol polyphosphate 5-phosphatase"	./data
"When a day makes a difference. Interpreting data from endoplasmic reticulum-targeted Green Fluorescent Protein fusions in cells grown in suspension culture"	./data
"Plasma membrane phosphatidylinositol 4,5-bisphosphate levels decrease with time in culture"	./data
"The Ca2+ status of the endoplasmic reticulum is altered by induction of calreticulin expression in transgenic plants"	./data
"Induction of lipid metabolic enzymes during the endoplasmic reticulum stress response in plants"	./data
"A role for inositol 1,4,5-trisphosphate in gravitropic signaling and the retention of cold-perceived gravistimulation of oat shoot pulvini"	./data
"Calcium-regulated proteolysis of eEF1A"	./data
"Inositol signaling and plant growth"	./data
"Transient and sustained increases in inositol 1,4,5-trisphosphate precede the differential growth response in gravistimulated maize pulvini"	./data
"Phosphoinositide kinases and the synthesis of polyphosphoinositides in higher plant cells"	./data
"Changes in phosphoinositide metabolism with days in culture affect signal transduction pathways in Galdieria sulphuraria"	./data
"Phosphoglycerylethanolamine posttranslational modification of plant eukaryotic elongation factor 1α"	./data
"A phosphatidylinositol 4-kinase pleckstrin homology domain that binds phosphatidylinositol 4-monophosphate"	./data
"Mastoparan-induced intracellular Ca2+ fluxes may regulate cell-to-cell communication in plants"	./data
"Transmembrane signaling and phosphoinositides."	./data
"The effects of mastoparan on the carrot cell plasma membrane polyphosphoinositide phospholipase C"	./data
"Purification and characterization of a soluble phosphatidylinositol 4-kinase from carrot suspension culture cells"	./data
"Mastoparan induces inositol phospholipid changes and plasmolysis in carrot cells"	./data
"Regulation of the Plasma Membrane Type III Phosphatidylinositol 4-Kinase by Positively Charged Compounds"	./data
"Regulation of phosphatidylinositol 4-kinase by the protein activator PIK-A49: Activation requires phosphorylation of PIK-A49"	./data
"Rapid isolation of nuclei from carrot suspension culture cells using a BioNebulizer"	./data
"Plasma membrane lipid metabolism of petunia petals during senescence"	./data
"Changes in phosphatidylinositol metabolism in response to hyperosmotic stress in Daucus carota L. cells grown in suspension culture"	./data
"Purification and characterization of a phosphatidylinositol 4-kinase activator in carrot cells"	./data
"Association of phosphatidylinositol kinase, phosphatidylinositol monophosphate kinase, and diacylglycerol kinase with the cytoskeleton and F-actin fractions of carrot (Daucus carota L.) cells grown in suspension culture: Response to cell wall-degrading enzymes"	./data
"Release of carrot plasma membrane-associated phosphatidylinositol kinase by phospholipase A2 and activation by a 70 kDa protein"	./data
"Inositol phospholipids as plant second messengers."	./data
"Neomycin inhibits the phosphatidylinositol monophosphate and phosphatidylinositol bisphosphate stimulation of plasma membrane ATPase activity"	./data
"Phosphorylation of lysophosphatidylinositol by carrot membranes"	./data
"Short-term treatment with cell wall degrading enzymes increases the activity of the inositol phospholipid kinases and the vanadate-sensitive ATPase of carrot cells"	./data
"Rapid light-induced changes in phosphoinositide kinases and H+-ATPase in plasma membrane of sunflower hypocotyls"	./data
"Identification of carrot inositol phospholipids by fats atom bombardment mass spectrometry"	./data
"Characterization of inositol phosphates in carrot (Daucus carota L.) cells"	./data
"The presence of sn-1-palmitoyl lysophosphatidylinositol monophosphate correlates positively with the fusion-permissive state of the plasma membrane of fusogenic carrot cells grown in suspension culture"	./data
"Inositol phospholipids activate plasma membrane ATPase in plants"	./data
"The polyphosphoinositides, phosphatidylinositol monophosphate and phosphatidylinositol bisphosphate, are present in nuclei isolated from carrot protoplast"	./data
"NBD-PC: a tool to study endocytosis and phospholipase activity in plant protoplasts."	./data
"The effect of fluorescent labeling on calcium-induced fusion of fusogenic carrot protoplasts"	./data
"α-Difluoromethylarginine treatment inhibits protoplast fusion in fusogenic wild-carrot protoplasts"	./data
"Osmoregulation of fusogenic protoplast fusion"	./data
"Polyphosphoinositides are present in plant tissue culture cells"	./data
"A novel method for monitoring protoplast fusion"	./data
"Distribution of golgi apparatus-associated polyribosomes across the polarity axis of dictyosomes of wild carrot (Daucus carota L.)"	./data
"Fractionation of suspension cultures of wild carrot and kinetics of membrane labeling"	./data
"Calcium-induced fusion of fusogenic wild carrot protoplasts"	./data
"Monensin-induced swelling of Golgi apparatus cisternae mediated by a proton gradient"	./data
"Ozone degrades into hydroxyl radical under physiological conditions. A spin trapping study"	./data
"Poly(ethylene glycol)-induced fusion of plant protoplasts. A spin-label study"	./data
"Kinetics of Golgi apparatus membrane flux following monensin treatment of embryogenic carrot cells."	./data
"OZONE INDUCED FREE RADICALS IN A MODEL PLANT SYSTEM."	./data
"Monensin induced blockage of cisternae formation in Golgi apparatus of embryogenic carrot cultures and its recovery"	./data
"A novel synthesis of spin label derivatives of phosphatidylcholine"	./data
"Auxin-Mediated Transcriptional System with a Minimal Set of Components Is Critical for Morphogenesis through the Life Cycle in Marchantia polymorpha"	./data
"Antagonistic Roles for KNOX1 and KNOX2 Genes in Patterning the Land Plant Body Plan Following an Ancient Gene Duplication"	./data
"Auxin produced by the indole-3-pyruvic acid pathway regulates development and gemmae dormancy in the liverwort marchantia polymorpha"	./data
"A Simple Auxin Transcriptional Response System Regulates Multiple Morphogenetic Processes in the Liverwort Marchantia polymorpha"	./data
"Origin of a novel regulatory module by duplication and degeneration of an ancient plant transcription factor"	./data
"Flower development: Open questions and future directions"	./data
"Flower development: Open questions and future directions"	./data
"My favourite flowering image"	./data
"Genome-Wide Identification of KANADI1 Target Genes"	./data
"Evolution of the class IV HD-Zip gene family in streptophytes"	./data
"From cell to organism across space and time"	./data
"KNOX2 genes regulate the haploid-to-diploid morphological transition in land plants"	./data
"Walkabout on the long branches of plant evolution"	./data
"The ABC model of flower development: Then and now"	./data
"Stomata: Active portals for flourishing on land"	./data
"The selaginella genome identifies genetic changes associated with the evolution of vascular plants"	./data
"Arabidopsis homologs of the petunia HAIRY MERISTEM gene are required for maintenance of shoot and root indeterminacy"	./data
"Cell signalling by microRNA165/6 directs gene dose-dependent root cell fate"	./data
"Interplay of auxin, KANADI and Class III HD-ZIP transcription factors in vascular tissue formation"	./data
"Gene expression patterns in seed plant shoot meristems and leaves: Homoplasy or homology?"	./data
"Auxin-dependent patterning and gamete specification in the Arabidopsis female gametophyte"	./data
"The flowering hormone florigen functions as a general systemic regulator of growth and termination"	./data
"The NGATHA distal organ development genes are essential for style specification in arabidopsis"	./data
"Criteria for annotation of plant microRNAs"	./data
"Evolution of plant microRNAs and their targets"	./data
"Patterning and polarity in seed plant shoots"	./data
"Signals derived from YABBY gene activities in organ primordia regulate growth and partitioning of Arabidopsis shoot apical meristems"	./data
"Activity range of Arabidopsis small RNAs derived from different biogenesis pathways"	./data
"Rebelote, Squint, and Ultrapetala1 function redundantly in the temporal regulation of floral meristem termination in Arabidopsis thaliana"	./data
"Green Genes-Comparative Genomics of the Green Branch of Life"	./data
"KANADI and class III HD-Zip gene families regulate embryo patterning and modulate auxin flow during embryogenesis in Arabidopsis"	./data
"The ancestral developmental tool kit of land plants"	./data
"Distinct Developmental Mechanisms Reflect the Independent Origins of Leaves in Vascular Plants"	./data
"Freezing and desiccation tolerance in the moss Physcomitrella patens: An in situ Fourier transform infrared spectroscopic study"	./data
"Molecules and morphology: Comparative developmental genetics of the Brassicaceae"	./data
"Evolution of class III homeodomain-leucine zipper genes in streptophytes"	./data
"Aberrant testa shape encodes a KANADI family member, linking polarity determination to separation and growth of Arabidopsis ovule integuments"	./data
"Activation of CRABS CLAW in the nectaries and carpels of arabidopsis"	./data
"Multiple protein regions contribute to differential activities of YABBY proteins in reproductive development"	./data
"Recruitment of CRABS CLAW to promote nectary development within the eudicot clade"	./data
"MicroRNAs guide asymmetric DNA modifications guiding asymmetric organs"	./data
"The Arabidopsis thaliana SNF2 homolog AtBRM controls shoot development and flowering"	./data
"Class III HD-Zip gene regulation, the golden fleece of ARGONAUTE activity?"	./data
"Roles for class III HD-zip and Kanadi genes in arabidopsis root development"	./data
"Asymmetric leaf development and blade expansion in Arabidopsis are mediated by KANADI and YABBY activities"	./data
"Promoter bashing, microRNAs, and Knox genes. New insights, regulators, and targets-of-regulation in the establishment of lateral organ polarity in Arabidopsis"	./data
"Ancient microRNA target sequences in plants"	./data
"Molecular evidence for bicontinental hybridogenous genomic constitution in Lepidium sensu stricto (Brassicaceae) species from Australia and New Zealand"	./data
"Radial Patterning of Arabidopsis Shoots by Class III HD-ZIP and KANADI Genes"	./data
"Plant genetics: A decade of integration"	./data
"Growth and development: Old problems and new tools"	./data
"Allopolyploidization and evolution of species with reduced floral structures in Lepidium L. (Brassicaceae)"	./data
"YABBY polarity genes mediate the repression of KNOX homeobox genes in Arabidopsis"	./data
"Foliage in Madrid"	./data
"Establishment of polarity in angiosperm lateral organs"	./data
"A surveillance system regulates selective entry of RNA into the shoot apex"	./data
"The Arabidopsis nectary is an ABC-independent floral structure"	./data
"Chloroplast DNA phylogeny and biogeography of Lepidium (Brassicaceae)"	./data
"Establishment of polarity in lateral organs of plants"	./data
"Turning floral organs into leaves, leaves into floral organs"	./data
"Role of PHABULOSA and PHAVOLUTA in determining radial patterning in shoots"	./data
"Mechanisms that control knox gene expression in the Arabidopsis shoot"	./data
"Axial patterning in leaves and other lateral organs"	./data
"Formation and maintenance of the shoot apical meristem"	./data
"The YABBY gene family and abaxial cell fate"	./data
"Distinct mechanisms promote polarity establishment in carpels of Arabidopsis"	./data
"Members of the YABBY gene family specify abaxial cell fate in Arabidopsis"	./data
"Molecular genetics of gynoecium development in Arabidopsis."	./data
"CRABS CLAW, a gene that regulates carpel and nectary development in Arabidopsis, encodes a novel protein with zinc finger and helix-loop-helix domains"	./data
"Evolutionary changes in floral structure within Lepidium L. (Brassicaceae)"	./data
"Patterns of petal and stamen reduction in australian species of Lepidium l. (Brassicaceae)"	./data
"Evolutionary conservation of angiosperm flower development at the molecular and genetic levels"	./data
"Control of flower development in Arabidopsis thaliana by APETALA1 and interacting genes"	./data
"Manipulating floral organ identity"	./data
"Manipulation of flower structure in transgenic tobacco"	./data
"Vectors for plant transformation and cosmid libraries"	./data
"SUPERMAN, a regulator of floral homeotic genes in Arabidopsis"	./data
"Genetic control of pattern formation during flower development in Arabidopsis."	./data
"A genetic and molecular model for flower development in Arabidopsis thaliana"	./data
"A genetic and molecular model for flower development in Arabidopsis thaliana"	./data
"Expression of the arabidopsis floral homeotic gene AGAMOUS is restricted to specific cell types late in flower development"	./data
"Negative regulation of the Arabidopsis homeotic gene AGAMOUS by the APETALA2 product"	./data
"Genetic interactions among floral homeotic genes of Arabidopsis"	./data
"Early flower development in Arabidopsis"	./data
"The protein encoded by the Arabidopsis homeotic gene agamous resembles transcription factors"	./data
"Abnormal flowers and pattern formation in floral development"	./data
"Genes directing flower development in Arabidopsis."	./data
"Restriction fragment length polymorphism linkage map for Arabidopsis thaliana."	./data
"Clustering and Differential Alignment Algorithm: Identification of early stage regulators in the Arabidopsis thaliana iron deficiency response"	./data
"An Arabidopsis gene regulatory network for secondary cell wall synthesis"	./data
"A brief history of the TDIF-PXY signalling module: balancing meristem identity and differentiation during vascular development"	./data
"Reassess the t test: Interact with all your data via ANOVA"	./data
"A tomato phloem-mobile protein regulates the shoot-to-root ratio by mediating the auxin response in distant organs"	./data
"Omics and modelling approaches for understanding regulation of asymmetric cell divisions in arabidopsis and other angiosperm plants"	./data
"Hairy root transformation using Agrobacterium rhizogenes as a tool for exploring cell type-specific gene expression and function using tomato as a model"	./data
"Bioinformatic tools in arabidopsis research"	./data
"Promoter-based integration in plant defense regulation"	./data
"Bioinformatic tools in arabidopsis research"	./data
"Gene regulatory networks during Arabidopsis root vascular development"	./data
"Comparative transcriptomics reveals patterns of selection in domesticated and wild tomato"	./data
"When the time is ripe"	./data
"Identification of novel loci regulating interspecific variation in root morphology and cellular development in tomato"	./data
"The Plant Vascular System: Evolution, Development and Functions"	./data
"High-resolution metabolic mapping of cell types in plant roots"	./data
"Gene regulatory networks in the Arabidopsis root"	./data
"Comprehensive developmental profiles of gene activity in regions and subregions of the Arabidopsis seed"	./data
"Systems analysis of plant functional, transcriptional, physical interaction, and metabolic networks"	./data
"Enhanced Y1H assays for Arabidopsis"	./data
"Novel biological insights revealed from cell type-specific expression profiling"	./data
"A stele-enriched gene regulatory network in the Arabidopsis root"	./data
"Spatiotemporal regulation of cell-cycle genes by SHORTROOT links patterning and growth"	./data
"Detecting separate time scales in genetic expression data"	./data
"Systems biology update: Cell type-specific transcriptional regulatory networks"	./data
"Manipulating large-scale Arabidopsis microarray expression data: identifying dominant expression patterns and biological process enrichment."	./data
"Reconstructing spatiotemporal gene expression data from partial observations"	./data
"Web-queryable large-scale data sets for hypothesis generation in plant biology"	./data
"Protonophore- and pH-insensitive glucose and sucrose accumulation detected by FRET nanosensors in Arabidopsis root tips"	./data
"Systems approaches to identifying gene regulatory networks in plants"	./data
"Cell identity mediates the response of Arabidopsis roots to abiotic stress"	./data
"A high-resolution root spatiotemporal map reveals dominant expression patterns"	./data
"Extreme breeding: Leveraging genomics for crop improvement"	./data
"Combining expression and comparative evolutionary analysis. The COBRA gene family"	./data
"Unraveling the dynamic transcriptome"	./data
"A systems approach to understanding root development"	./data
"The botany array resource: e-Northerns, expression angling, and promoter analyses"	./data
